Hotel_Name,Title,Review,rating,label
HOSHINOYA Tokyo,Without a doubt it was one of my favourite hotels in Tokyo.,Warm and great hospitality from the staffs. A great silent retreat to a lovely room atmosphere and decor with bluetooth speaker. Not forgetting the lovely Onsen too. Will definitely come back to stay.,50,1
HOSHINOYA Tokyo,Absolutely Fabulous!,"I would not stay anywhere else in Tokyo. Having the luxury ryokan experience made our 6 nights in Tokyo so much more memorable than if we had stayed in one of the cookie cutter luxury hotels (of which there are many). From the moment we checked in on our floor to the moment we checked out, everything was perfect. There are 6 rooms on each floor (we had two rooms-a king and a twin) and there is a central area on each floor where you can relax, have snacks and eat breakfast. Having access to tea, coffee, noodles, ice cream, drinks and snacks at anytime. The only thing missing was some fresh fruit The Onsen on the top floor was amazing. Also, the staff was so helpful. They arranged dining reservations and transportation itineraries and were so pleasant when serving breakfast.",50,1
HOSHINOYA Tokyo,My Number 1 Hotel Recommendation,Hoshinoya hotel is by far the best hotel I've ever stayed at. I love all aspects of the services and facilities provided including the onsen (hot spring) and easy access to major metro lines. The staff is above and beyond and even helped us to book appointments. I will be coming back whenever I am in Japan. I highly recommend this hotel!,50,1
HOSHINOYA Tokyo,Sublime hotel.,Its a stunning hotel with beautifully finished interiors paying great attention to detail. It has a small hotel feel.The staff could not be more helpful. The onsen is a great treat and rare for a Tokyo hotel. Very zen feel about it and I could not recommend it highly enough. Of course there are lots of cheaper hotels but you wont get this experience or quality so either book well in advance for a good deal or just save up! We will definitely be back.,50,1
HOSHINOYA Tokyo,"Wonderful experience, special and different in that Japanese way.","It's in a business part of town but very close to several subway lines and a few minute walk to the Imperial Palace. Walkable to Marunouchi, Nihonbashi and Ginza. Great bathroom, spacious and modern, the usual separate WC. In room Japanese breakfast a delight, and nothing wrong with the Western breakfast either. Lighthearted free (eg. juggling) entertainment and sake tasting in the foyer every evening. Wonderful open air onsen, looking at the Tokyo sky, such a great experience in such an ""urban"" metropolis. Only inconvenience for me was low chairs in room and limited English TV (BBC and CNN) but really it's all I needed. A lounge on each floor to relax, mix with others or not (as you choose) with drinks, snacks and reading matter. Wonderful service, friendly, polite,",50,1
HOSHINOYA Tokyo,The Most Amazing Experience,Travelers would be amiss if they didn't try out the rooftop onsen. We stayed just one night and I went three times! The hotel itself is connected to Otemachi station and can be reached without leaving the station but note that the entrance is not very well marked (both the outside entrance and the entrance connected to the station). The staff were all wonderful and courteous. We actually had a very terrible snafu and checked in one day late and they could not honor our reservation even though we already paid. We had to pay AGAIN and they luckily had one room available. We never got the refund from the reservation we didn't use. This is not the fault of the hotel staff but I do wish they were more understanding as they were paid but no services were actually rendered. I'm,50,1
HOSHINOYA Tokyo,Amazing accommodation and experience,"oshinoya Tokyo exceeded our expectations. A very memorable and relaxing experience. Friendly and helpful staff, immaculate rooms and service. Plenty of additional complimentary activities. Shared lounge room with drinks and snacks as well as relaxing area was amazing. The best open air onsen and facilities were the best we have experienced. We can’t wait to stay here again.",50,1
HOSHINOYA Tokyo,This hotel is a must stay!,"After 10 days of ski trip to Hokkaido we were ready for some luxury and we got it , right in the heart of Tokyo , 5 mins walk to Tokyo station and all its ammenities is the Hoshinoya, met at drop off 2 levels down were wisked to our roonm and then checked in! There is a communal living room per floor stocked with hi quality , tea , drinks beer , snacks and evry conveiable guet requirement. The room was to my eye traditional Japenese, with matting , low comfortable beds , screens and finished to a high standard. The building itself is magnificent , check out web pics. Onsen , hot bath at 17th floor level has to be tried to be believed! Food best we had in a fortnight . Just there if you can.",50,1
HOSHINOYA Tokyo,Such an amazing hotel,"A group of us from the uk had been working in osaka and niseko before heading to Tokyo to return to the UK. We opted to stay in the hoshinoya hotel. En route from the airport we were involved in a car crash, the hotel were amazing, they called the authorities and helped us sort insurance details and dealt with the police. They even gave us ice packs for whip lash when we arrived back after dinner. We did have a slight miscommunication over the number of people in our room. This was quickly resolved the following morning, the manager Ryota was amazing in how he helped resolve the issue. He even arranged for a discount on one of the most amazing suites so that all three of us could stay together.... the whole situation was very well handled. The service generally is next level.",50,1
HOSHINOYA Tokyo,Hotel that’s more concerned about their plastic card than guest experience?,"Booked 4 rooms for 2 nights at this hotel (second time staying here). One of us misplaced the room key. Was charged ¥10,000 for that. Plastic card in a wooden box. Most unfortunate. Service is otherwise good. It is one thing to encourage return of key, but it is another to charge ¥10,000 for misplacing a key. Not as if we were informed in advance either. You have been warned.",10,0
HOSHINOYA Tokyo,Calm and Tranquility,"Stayed in a triple room for two nights before heading to Niseko skiing The most tranquil and calm hotel I have stayed in anywhere in the world Cannot recommend highly enough - rooms, shared areas and check in all absolutely perfect",50,1
HOSHINOYA Tokyo,Modern Ryokan Hotel with Onsen in Tokyo,"We stayed for a few days in Hoshinoya Tokyo in Dec 2018 and it was a unique experience. The hotel is a blend of traditional ryokan and modern architecture which is very interesting. The entrance is stunning with stacked wicker baskets and they take your shoes to store them. We stayed at a corner room and it was quite spacious. I love the onsen and both times we were there it was empty. They also provide light breakfast, snacks and coffee for us in the common room.",40,1
HOSHINOYA Tokyo,When I can come again?,"This hotel is amazing and a must if you're visiting Tokyo. Beautiful interiors, comfortable and clean. Impeccable, attentive, top of the class customer service from start to finish. Loved their emphasis on attention to detail. Great entertainment/activities fitting for the hotel and their guests. Fantastic Onsen on site. Good location for visiting every corner of Tokyo using the metro. So relaxing and we had great sleeps every night. A huge THANK YOU to all the staff for looking after us!",50,1
HOSHINOYA Tokyo,When can I come back?,"As soon as I arrived I was thinking of ways to return. If your idea of heaven is the personalized service you receive at a traditional ryokan yet you love the modern luxury of a boutique full service hotel and if you are an modern architecture lover stop no further than the Hoshinoya Tokyo. It is literally heaven. You are whisked up to the floor you are staying on, there is a lounge with snacks and tea, all beautiful offerings. The room has the beds already set up, not the traditional set up of the futon in the evening, but they are luxurious and so very comfortable. The little seating area is sweet. The bathroom with the Japanese bath and separate toilet are heaven. The bathhouse is on the top floor and if you're jet lagged like I was, coming from California and you're",50,1
HOSHINOYA Tokyo,Zen Hotel in Heart of Tokyo,"Beautiful Ryokan in the heart of Tokyo Japan. So quiet its almost insulated... you can experience this place and not really know whats going on outside. Lovely rooms. Onsen on the roof. Nice public spaces. Restaurant was in the lower level, first rate food and a beautiful space Overall this was an excellent experience but I would give it a 4-1/2 stars due to a few missteps by the staff: -During tasting menu/wine paired dinner, asked for a wine refill. waitress says there is an additional charge. I tell her there shouldn't be. Not a big deal. But annoying, At these prices to tell any guest that the 2 oz pour is all they are getting for 2 courses is stupid. A restaurant at this level should know better. -took multiple tries for bell-person to order an airport taxi. She was",40,1
HOSHINOYA Tokyo,Contemporary hotel,"I love this boutique hotel right in the midst of town. It offers a traditional setting of an Inn with such a class of Japanese culture service. The peace and quiet surroundings when you walked in there , in the midst of hustle and bustling city. Staff was attentive and charming. They should provide a proper cigar smoking room to align with its image of top class hospitality. I went to Amman hotel a few blocks to enjoy that smoke. Highly recommended for discerning visitors.",50,1
HOSHINOYA Tokyo,Excellent stay for three nights.,"Serene, relaxing, superb service. Modern re-invention of the Ryokan experience. Stay here if you get a chance. We have been to Japan many times, and experienced many hotels and ryokans. This clearly ranks amongst the top. We stayed with our 2.5 years old daughter, and were a bit concerned that this place might be too luxurious, too fragile, too noise sensitive for our lively, active, strong-willed little one, but not too worry. The noise insulation between rooms is excellent, all the staff were not just friendly towards our daughter but seemed truly delighted to interact with her. As adults, we were relaxed the moment we entered the hotel and were guided to our room. I went to the Onsen twice every day and came back even more relaxed each time. The many typical Japanese",50,1
HOSHINOYA Tokyo,Hands down the best hotel EVER,"This is by far the best hotel I have ever stayed at. From the attentive staff to the beautiful detail in every room, to the architecture and design, and the amazing culture fostered within the ryokan, we were whisked away in a parallel universe of tranquility beauty and relaxation. The onsen hot water spring on the rooftop is the cherry on the top, and one of the main features of this exquisite hotel. Generous, clean, designed to please every sense. What’s not to love. We didn’t want to leave! Will definitely be coming back, and visiting every other Hoshinoya if given the chance!",50,1
HOSHINOYA Tokyo,An experience not to be missed!,"This was our first visit to Hoshinoya! We arrived by chauffeur to an underground car park entrance and were quickly ushered into an entrance and taken up to the actual hotel entrance. Make no mistake this hotel is in a city building, but that’s where city building ends! Everything inside the building screams ryokan! From the moment we entered we felt like we had gone back to another era. We stayed in a corner suite with futon beds, screen doors and traditional food. The onsen is divine and there are two for male and female, but you must unrobe to use. Apparently the onsen is supplied from a spring underground and pumped up to the top of the building. We had jetlag and awoke in the middle of the night and found the communal lounge on our floor especially relaxing and",40,1
HOSHINOYA Tokyo,FABULOUS!!,"The staff, room, amenities were incredible. The tranquil atmosphere, the beautiful surroundings were over the top. Rooms were spacious and beautifully decorated. Our family of teenagers loved this hotel - complimentary snacks, impeccable service! Next to Otemachi subway station (1 short stop from Tokyo station or a 10 minute walk)",50,1
HOSHINOYA Tokyo,A little gem in the heart of Tokyo ...,Great location but very quiet; close to the Metro station. Onsen after a busy day of sight-seeing/shopping is amazing. Lounge with unlimited supply of tea/coffee/drinks/snacks makes you feel like you are home. In-room dining is great. Staffs are friendly and attentive. You can literally stay in the hotel for a day to relax.,50,1
HOSHINOYA Tokyo,The onsen is amazing!!,"The services and facilities of this hotel are extraordinary! Very polite and attentive service, and the staff were always helpful with recommending and booking restaurants for us, especially during New Years where most places are closed and it is hard to get a booking. The onsen is like no other I have experienced in Tokyo, with an amazing outdoor layout in the middle of the city which still maintains privacy, and was relaxing to use. Traditional rules apply, so no tattoos allowed, however the hotel kindly provided me with skin stickers to cover up my tattoos so I can use the onsen. I don't usually eat large breakfasts even when I'm at home, so the complimentary breakfast provided by the hotel was perfect for me! It consisted simply of soup and fresh made riceballs containing",50,1
HOSHINOYA Tokyo,Luxury At It’s Finest,"Pure luxury. My room was huge with a spa like bathroom. The hotel is centrally located on Tokyo and walking distance to many fine restaurants and sight seeing and upscale shopping. The service at the hotel was exceptional and no detail was omitted from pleasing the customer. Dinner in the private dining room was done with elegance, flavors that would challenge any tastebuds and very very entertaining. I hated to leave this beautiful and very welcoming hotel. A definite place to stay to experience a modern luxury Riokan",50,1
HOSHINOYA Tokyo,Alternative experience to Tokyo hotels,"Of course the design and concept is amazing! Its so perfect, just a perfect japanese style hotel. I think if I could, i would give it 4,5. Because there are some minor this that are a bit unusual. But only because they are unusual in standard hotel types. When you just enter the hotel, you have to take off your shoes (japanese style). Since we came with our baby and needed the stroller. They actually wiped the wheels of our stroller every time we re entered. Btw, there are absolutely no non resident guests allowed in the hotel! There is no real lobby, but there is a sort of living room on every floor, for the 4 rooms on that floor. Where its quite cosy. And all you can drink and eat snaks. Sort of co living:)) of course the onsen is breath talking! Its just one of a kind! So in",50,1
HOSHINOYA Tokyo,Excellent but,"There were a few things that felt strange. Though I am a Tokyo native, perhaps because I now live in California, I thought the amount of plastics visible in this hotel was ridiculous. Everything, crackers, candies, noodles, socks, toothbrush, hair brush, was wrapped in plastics. I am sure people commented on beautiful natural things about this hotel, like paper screen or wooden doors, so I just wanted to point out to the hotel management or owner that they should be mindful not to leave plastic covered food and amenities everywhere as they do make some of us feel uncomfortable. That’s not a luxurious experience but rather troubling, as other high end natural materials like hinoki or old bamboo repurposed chopsticks start looking not authentic and genuine due to that",50,1
HOSHINOYA Tokyo,"Serene, gracious — a gorgeous hushed retreat in the midst of Tokyo","What a treat — a peaceful little oasis in the middle of a mad city! The open air onsen (hot bath) on the top floor is a revelation, the rooms are subtle and cozy, and the in-room breakfast service flawless. Despite the feeling of being dreamily suspended in time, you are actually right on top of a metro line and so very conveniently connected to wherever your adventures take you in Tokyo. Would certainly stay again.",50,1
HOSHINOYA Tokyo,Memorable stay,"The staff at the Hoshinoya are all in constant communication. So they are able to anticipate your every need and action. They are like one unified pulse. We arrived early in the morning, our room was not yet ready. But they offered us a room to refresh and made us rice balls, miso soup and the most delicious filter coffee for breakfast. Rooms: Very spacious for Tokyo standard. Traditional style/ decor, all the amenities. They provide kimonos which can be used throughout the hotel and you are encouraged to wear them outside the hotel if you are exploring the imperial palace. Lounge: Each floor has a lounge to be used by the guests staying on that floor. This is where breakfast is served. It is stocked with snacks which change throughout the day and a fridge with water, soft",50,1
HOSHINOYA Tokyo,Seriously lovely,"You are absolutely pampered and well looked after here. Beautiful property and rooms, great amenities, excellent hot baths. The included breakfast, snacks, water, beer mean you aren't being nickel and dimed like in some hotels. It's an oasis of comfort in a very busy city. Top marks.",50,1
HOSHINOYA Tokyo,Memorable Experience-HOSHINOYA Tokyo,"This Hotel is the perfect combination of location, facilities, and warm and friendly staff. The bonus onsite ONSEN and SPA is the perfect way to relax after a long day of sightseeing or business. Access to the METRO was super convenient and made it especially easy to get around town or for travel to other parts of Japan. We’ll be back to visit Japan soon and HOSHINOYA TOKYO will be part of our plans. I unequivocally recommend this wonderful facility. Thank you to the entire staff.",50,1
HOSHINOYA Tokyo,Worth,"U paid what you get, do not hestitate with the price. Especially the room service, and the location too pretty convenient in tokyo. And the Onsen is perfect! Unfortunately i didnt try the dinner service",50,1
HOSHINOYA Tokyo,Contemporary style and traditional hospitality,"A contemporary interpretation of the traditional Japanese ryokan with sublime comfort and amazing service. Leave your shoes by the door and pad about in comfort on the tatami mats through this beautiful hotel. Bedrooms are huge likewise beds, a glass enclosure for the deep bath and shower and separate toilet room with the ubiquitous technical Japanese toilet. If you opt for a breakfast inclusive deal this is served in your room whether Western or Japanese style in an amazing compendium of bento boxes. BTW the coffee is excellent. Otherwise “free” eats and drinks are available at all times in the large lounge area on each floor. Best of all is the onsen (hot bath fed from a spring under the hotel) segregated baths as you go in naked having washed off first in a very smart shower",50,1
HOSHINOYA Tokyo,Excellent stay,Very comfortable one week stay. Service is exceptional. The staff are always there to help but not in your face. They all speak english very well too. Helped me with booking shinkansen train and shipping internationally. Rooms are very modern but felt true to japanese design. Train station with several lines is accessible from the hotel so you can pretty much reach everywhere in Tokyo without a hassle. Will definitely stay again when I return to Tokyo.,50,1
HOSHINOYA Tokyo,Extraordinary Japanese cultural experience,Beautiful design and excellent services. We stayed in Hoshinoya in Kyoto which is the reason bought us to HOSHINOYA Tokyo. It is very challenging for hotel staff to manage 80+ pairs of shoes at the entrance but management did well. Will definitely try other Hoshinoya properties in other cities.,50,1
HOSHINOYA Tokyo,Elegant zen den in the midst of the world's most populated city,"It's an amazing zen experience in the midst of the worlds most populated and bustling city. The room, bath, floor lounge, and hot bath were all wonderful and relaxed. The evening free Sake tasting was great. We loved it all.",50,1
HOSHINOYA Tokyo,Gorgeous Hotel,"Truly the best hotel I've ever stayed at - pricey but well worth it! Not a single detail is spared. Combines the best of traditional Japanese ryokan life with the comfort of modern luxury. Service was top notch, environs were super clean and comfortable, and every detail was so thoughtfully presented. The onsen on the roof is a real hot spring. Location is in the financial district but very close to a metro station which is invaluable for getting around Tokyo.",50,1
HOSHINOYA Tokyo,Not comparable to the Hoshinoya in Kyoto,We have stayed at Hoshinoya in Kyoto (Arashiyama) twice before and absolute loved it. So was quite disappointed with our stay here in Tokyo. It is catered more for family; there were little children even in the Onsen. And loud groups. Not the tranquil experience we were expecting despite the beautiful rooms and interior design. We were here 2 nights and the famed restaurant was fully booked both nights. So the first night we ordered room service which was pretty dreary. The staff service was inconsistent. Most were excellent but we had some unhelpful replies which was astonishing for a place of this calibre.,40,1
HOSHINOYA Tokyo,Culture + Luxury,"My husband and I stayed at Hoshinoya Tokyo on the first night of our honeymoon. The service and cultural experience was outstanding from the moment we arrived. My husband forgot a bag on the bus we took from the airport and within a few hours the hotel had called the bus company, tracked down our missing bag and arranged for us to pick it up at a nearby train station that evening. Traditional touches were woven throughout the hotel experience. The guest room was spacious and well-designed. The tea lounge with complimentary snacks and drinks was a treat. The greatest feature of the hotel was the onsen. A gorgeous and authentic experience. We will definitely return to Hoshinoya!",40,1
HOSHINOYA Tokyo,Fantastic start to our Japan visit,"I can wholeheartedly recommend Hoshinoya Tokyo. It is an oasis to which to return after a busy day sightseeing. The staff were wonderful, the onsen beautiful and the evening meal to die for. All other meals we have had here pale by comparison ( and we have water at some of the highest rated restaurants in Tokyo and Kyoto). The only negative is the rather average breakfast. But then again we have not yet found a great breakfast in Japan).",50,1
HOSHINOYA Tokyo,True Ryokan in the heart of Tokyo,"Very special hotel in Tokyo. Each six rooms has a private lounge. Tatami rooms, miso soup at breakfast and sake at happy hour. Service was excellent and the hotel restaurant, open only to hotel guests is not to be missed. Rooftop onset a special delight! On my drawback is on weekends, the immediate area is dead. Lively areas are close by though Would stay again in a heartbeat",50,1
HOSHINOYA Tokyo,A cocoon in Tokyo,From the moment one steps through the impressive cypress entrance door one feels like in an other world. Taking off the shoes and walking on the tatami mats gives a wonderful feeling like being at home (where we do not use outdoors shoes either). We were escorted to the 16th floor (thank you for meeting my request!) where we were checked in sitting in the spacious floor lounge. We stayed in the hotel for 20 hours and never saw any one else on our floor (only 6 rooms). After a relaxing onsen bath on the 17th floor - what a feeling sitting in an outside onsen bath so high up in the middle of Tokyo) we choose to wear the lovely kimono which is provided in the room to have a try on the different sake in the main lobby (2nd floor). Our dinner afterwards was fabulous. The 'sleep well',50,1
HOSHINOYA Tokyo,Memorable Unforgettable Stay in Tokyo/Feel traditional in downtown,"This hotel is where you can experience the REAL JAPAN. Place: Really great place. Close station is Otemachi Station (One stop from Tokyo station), about 10min walk from Tokyo Station. You can feel classic Tokyo in the area of business and imperial palace. Stay: THE BEST. I have stayed so many hotels but this one was the best. They have natural hot spring in the top floor with open air in this Tokyo middle area where you can actually feel the open air. At the hot spring area, they offer milk/coffee milk and that made the night after beautiful hot spring BEST. Each floor, they have few rooms which is really quiet and have one lounge where you can get snacks/drinks/light food anytime. Food in the lounge was really great which is made in Japan, you can also buy it in the 2nd",50,1
HOSHINOYA Tokyo,Amazing Hotel with fabulous Japanese Rooms and Spa.Highly recommended.,"If in Tokyo if you can possibly get a room then you should. The rooftop Spa is amazing, the rooms are unique complete with kimonos and pyjamas and the service is first class, the best Hotel in Tokyo by far.",50,1
HOSHINOYA Tokyo,Perfect start to a honeymoon,We were treated like kings and queens by their exceptional staff. The dinner was booked our during our stay but they helped us find an alternative which was excellent. We spent the first night of our honeymoon there and I would highly recommend for a night or two depending on your budget.,50,1
HOSHINOYA Tokyo,Delightful experience,"We stayed one night and were very impressed. Very organized and great personal recognition. Breakfast in our room, 1 western and 1 Japanese was impressive. Service staff was a pleasure. Would definitely stay here again.",50,1
HOSHINOYA Tokyo,Luxurious contemporary Ryokan in busy Tokyo,"The moment you step into this modern Ryokan, you know that you are in for a treat. You leave your shoes at the door and are escorted to your Japanese style room. The room offers al the modern amenities you expect from this kind of hotel, but with respect to the Japanese ryokan style. We had to stay in our room one day due to the Typhoon Hagibis, but enjoyed the hotel. On the top floor there is a beautiful onsen with outdoor pool. It was exceptional to sit in this outdoor onsen, with a Typhoon raging around you. The restaurant is top notch, with very creative approach to Japanese cuisine. The Hotel is within walking distance of several must see districts and there is a subway station in the basement .",50,1
HOSHINOYA Tokyo,Fabulous hotel,A truly special and memorable hotel experience - beautiful finish to rooms and communal lounge areas. Very peaceful with excellent beds. Superb service. Although an excellent dining experience with a good tasting menu - our dinner in the restaurant did not quite meet expectations.,40,1
HOSHINOYA Tokyo,A peaceful place in the middle of the city,"Everything about this place is done to a special standard. From the entrances and the soothing scent as you enter the ground floor to the peaceful gentle music played on each floor, the hotel makes you feel at ease. We enjoyed removing our shoes and walking around in bare feet, it made the whole place feel relaxing rather than just the room. Our corner room was really spacious. I'm inclined to say simple but in a truly luxurious way. What really made the stay special was the evening dinner. It wasn't just the wonderful food, the overall experience was incredible right from the moment the lift doors opened. I'm not going to write any spoilers about it, just do it! This was our first experience of the Hoshinoya group but if this is the benchmark then it certainly won't be our",50,1
HOSHINOYA Tokyo,Cannot fault this hotel,"From the moment we arrived, this hotel felt like a calming oasis in the center of Tokyo. The hotel was beautiful, relaxing and the staff were friendly and attentive. The location is in the business district close enough to get to Ginza for shopping and some great restaurants yet far enough away to not be in the crowds. The onsen is a must try and very relaxing. We were there with our 3 year old who loved the common area and I made a comment that he thought it was his living room, and that is really the feel there, the place really felt like a home away from home.",50,1
HOSHINOYA Tokyo,Perfection in Tokyo,"We had the pleasure of spending our first two nights in japan at hoshinoya. From first greeting to farewell we were pampered and surrounded by sensory delights. Staff and their uniforms, room and lounge design as well as public areas all contributed to perfection. Beppu bath salts were a special treat for in room tub. 16th floor public bath amazing as you could hear din of street noises below. We did not eat meals at ryokan and expect the same high standards. I feel very fortunate to have experienced Hoshinoya .",50,1
HOSHINOYA Tokyo,Restful and traditional,"This lovely traditional ryokan was a restful haven from the Tokyo crowds; we were here for the rugby World Cup, and we were grateful for the peace & quiet. A short walk from Tokyo station this hotel is well situated for shops & businesses, and it’s easy to reach tourist sights by train & underground. The staff are delightful, helpful and speak good English. The rooms are well appointed and quiet, & each floor has a communal sitting room where extra refreshments are available. There is an Onsen on the top floor, a spa, and a restaurant in the basement. Highly recommend.",50,1
HOSHINOYA Tokyo,A tranquil and traditional stop,"This is a beautiful and traditional hotel, perhaps not for those who want the most convenience and western norm, but definitely for those who want to be in Japan ...as you a; take your shoes off at the door, b: arrive early for check in ‘come back at your check in time’, c; there is no bar, d; the hot springs it is traditional to bathe naked,e; rice and rice with a bit of fish for a included breakfast...... This hotel is lovely, pretty special, however, some will want something more familiar and less local. Not us, I have to say the coffee is amazing, the rooms are large and spacious, the staff are polite and ever so helpful, the toilets , well they are delightful and heated. Each room comes with a kimono and pyjamas as well as socks. The bathroom Ha smoked privacy glass",40,1
HOSHINOYA Tokyo,Perfect traditional Japanese service in a contemporary setting.,"We stayed in one of the larger ""corner"" rooms, on the 11th floor. We would have chosen a standard room, but none were available on short notice. Our room was gorgeous and enormous, the bathroom sumptuous with a great separate shower and giant bathtub. Walk-through closet had plenty of room for lots of hanging clothes and also suitcases. Futon bed was wonderfully comfy... middle-aged Westerners like us will groan a bit getting up from floor level in the middle of the night, but it's good for your quad muscles! The tatami-matted floors are so easy on the feet and so clean and aesthetically pleasing; shedding your shoes on entrance to the hotel is a civilized touch in our opinion. Metro is barely steps away at the Otemachi station, and I understand the Tokyo station is only a",50,1
HOSHINOYA Tokyo,Wonderful Japanese Hospitality,"4 friends stayed here for the rugby World Cup. We did not know what to expect but from the moment we stepped inside the doors we were simply blown away. Hoshinoya exudes an aura of calm and tranquility and the staff were always very helpful. The rooms were spacious and amazingly decorated. The highlight was the communal room per floor. We spent a lot of time there and enjoyed amazing coffee made for us in the mornings. The Onsen is a must try - but be prepared to take al your clothes off to enter. I can’t wait to come back, but this time with my family. A great experience.",50,1
HOSHINOYA Tokyo,Practically Perfect in Every Way,"My room was lovely. Although I only had a view of offices, the screens over the windows meant I never even thought about it. The bed was comfortable. The bathroom had a huge and deep bathtub (with the water faucet from the side so it could really be a 2-person tub) as well as a separate shower. The toilet was in its own room complete with toilet slippers. The tv was in the wall, there was a great bluetooth speaker so you could listen to your own tunes. There was an electric kettle as well as a tiny refrigerator in my room. The lounge was stocked with several books in Japanese, but the few I flipped through had very nice photos. There were also snacks which changed throughout the day and complementary drinks of a couple different canned drinks, and tea and coffee. The included",50,1
HOSHINOYA Tokyo,Fabulous Hotel,"A wonderful experience to stay in this unique hotel which offers a Japanese experience. from the entry lobby where you are greeted as if arriving home to the moment you leave this is a special place. It does not offer all the usual western trappings of bar, choice of restaurant, but it does have an amazing Onsen on the top floor (and a spa i think - but we did not use). Rooms beautifully designed with all the add ons you would want, and each floor has a central sitting area for (japanese) breakfast or just tea etc. it is located in the business area which does feel a bit strange if you are a tourist! to eat out (as the only eat in option is the super deluxe dinner in the basement, with all the courses - and price to match) you have to go the vast underground maze of shopping and",50,1
HOSHINOYA Tokyo,A fabulous hotel!,"Hoshinoya Tokyo is one of the best hotels we have ever stayed in. Situated in the financial district it is close to Tokyo Railway station and the Emperor’s Palace. The only negative with the location is that there are none of those delightful little Tokyo side and back street bars and restaurants close. However a very small price to pay! The hotel is a boutique hotel and CBD Ryokan. The Ryokan theme is immediately obvious as you arrive when you leave your shoes at the front door of the hotel. The service is quite, quite exceptional but of course the Japanese excel in service and the refreshing part of it is that is their culture rather than attempting to garner a larger tip. The rooms are excellent and exude style. Little things like the shower liquid soap (I normally hate",50,1
