Review,negative_word_count,positive_word_count,label
 Staff s attitude to provide good services from reception counter to concierge or the maids On 6 May I went to check into the hotel as a 2nd call of my stay 1st call was 4 5 May and I was told that there were double booking with booking com I didn t realize that and asked the reception staff to cancel one for me Michael contacted his colleague in other department and told me I had to contact Booking com directly since the booking was made there Before I could call Booking com the guy at the concierge his name is difficult to pronounce proposed to take care of my luggage and gave me a glass of water and told me that everything would be attended and fine This is very good service to comfort your guest He moved me to the business centre room next door where I was able to make a phone call to Booking com I informed booking com over phone of my situation and how I by mistake made my own booking twice Staff verified the situation and got back to me with email confirming that one of the booking was cancelled without charges This took only 5 10 minutes of the handling and I was happy with their efficient action Later I was able to check in and even got upgrade to the Club room After I got into my room Michale made a follow up call to see if everything went ok in my room How impressive In the evening on the day of my check out 7 May I was dragging my luggage by myself I didn t call staff since it s just on the same floor But then there were few steps of stairs to make and the maid who saw me dragging my big luggage came to help pushing my bag I was surprised to see how staff was attentive to assist their guest Over all I surely will recommend this hotel to the others and I will come back to stay there in the future ,0,350,1
 I was super happy and grateful to find through Booking com this GEM of hotel which provided on site parking It s in such a great location two blocks from the high Street of Wimbledon with an abundance of shops restaurants and pubs and then just down a bit is the train station to get into London I had a single room with ensuite and it was all sparkling clean and cosy Small and compact but plenty of room to move have cases out etc double wardrobe desk side table plenty of breeze from the double window if you wanted it As with a lot of small hotels there s no aircon there is heating which is more necessary in the UK however there is a fan if it gets a little warm Shower was great with good pressure and plenty of hot water you need to run the tap a while before it comes through The hotel wasn t full when I was there so I found it very quiet and I love quiet The staff from my first interaction were so lovely and helpful Everyone I saw on the reception desk as I passed in and out each day said hello and a chat which I enjoyed You do have to get your cases up the stairs so know that or ask for a ground floor room What a bonus is the beautiful cafe attached now to the hotel The staff and food all fabulous and healthy and there is outside seating under trees also Good coffee a rarity in the UK and they have almond milk Inside the cafe is gorgeous as well Fresh cold pressed juices and smoothies Wonderful healthy salads and raw food desserts What a gem to find this I could not fault the hotel or anything about it I loved it and will definitely recommend to everyone and will go back when I next visit London They are also sending me my chargers because like a dill I left them in the wall sockets sorry I had a lovely three nights ,0,350,1
 Review of Ramada Apollo Hotel in Amsterdam My husband and I recently spent four very pleasant nights at the Ramada Apollo hotel in Amsterdam While the hotel s location was not in the city core it was easily reached in 16 minutes on the 13 tram from Centraal train station With Amsterdam s amazing system of trams there was no site within the city core that we couldn t reach from our hotel within about 30 minutes or so thus making it convenient but less expensive than a closer location might be When we asked for a room with a view on a high floor at the registration desk we were instantly upgraded to such a room a step up from the standard smaller room we had booked We enjoyed our room very much as well as the amenities delivered daily tea and coffee The room was modern attractive and comfortable and it met all of our needs and expectations The hotel was located in a safe neighbourhood within a park setting and was a mere one minute walk from where the tram deposited us Even though we arrived back at the hotel quite late each night we always felt safe especially as there were usually other hotel guests alighting from the tram with us plus other passersby on the street I think what we liked best about the hotel however was the friendly very helpful and enthusiastic staff we encountered at the reception desk We probably dealt with about four or five different staff during our stay and each one was extremely attentive knowledgeable and service oriented Any questions we asked were met with instant smiles internet research maps circled with our destinations etc A note left behind for maintenance staff advised we were out of body wash in the shower resulted in a timely refill and a handful of those little sample bottles We also availed ourselves of the hotel s airport shuttle service which cost a modest 5 euros apiece and whisked us off to Schiphol airport on time and within 15 minutes of departure ,0,350,1
 First of all I have to say that amazing people are working at this hotel Marie Helen Laure Nordine and Mazier It is impossible to accept them just as staff These people are great people warm and attentive With lovely sense of humor Making you to feel that you are surrounded with close and really caring friends That s simply their nature The hotel itself is nicely designed I was staying on the 6th floor The room was functional and clean with very comfortable bed It was a bit small I mean the room but you don t waste time in the hotel room when you are in Paris The location of the hotel is perfect in between two metro stations Luxembourg and Saint Michel next to Sorbone and a few steps from Pantheon There is a bus station about 100 m from the hotel Although in the middle of the city it was quite and peaceful The fountains on the plateau in front of the hotel were creating a specific atmosphere When in the room the feeling was like you are out of the city near some river or waterfall Very relaxing There was an espresso making machine in the room with both regular and decaf coffee capsules and with a selection of tea Breakfast was good Nothing spectacular just good Some standard ham and salami couple of traditional French cheese home made jam selection scrambled eggs with sausage croissant If you are staying in a hotel for more than one night a bit fantasy while creating the breakfast menu would be highly appreciated But again everything was very fresh nice and positive If your breakfast is not included in the room price you can have your morning coffee with fresh croissant for 2 2 euro just on the other side of the street Also there are some restaurants and a Marks and Spencer express shop nearby in case of an emergency All in all it was really a positive experience Definitely recommended hotel for your Paris stay ,0,341,1
 Upon check in the staff were all so polite and welcoming to stepping through the doors We were served by Shady who really polite and friendly and let us know about the other amazing little perks about staying here to the love music on the evening and spa treatments also Always had bad experiences with hotels just but staying here has just been above and beyond anything we stayed the 1 night and I ve never been amazed as soon as I walked into our hotel room as I did here The room was spotless and bathroom was fantastic with a separate shower and a superb bath which I loved Everything is so easy to get too and within walking distance from either Embankment or Waterloo station couldn t fault anything Celebrating my boyfriends birthday before he is deployed for a while this was our last little trip together till next year and arriving back in our hotel there was a lovely little note and an AMAZING CHEESECAKE left for us reading Happy Birthday and to enjoy our stay from Celeste Sullivan Guest relations manager I was certainly not expecting anything so kind and for that I m beyond grateful Breakfast in the morning was just brilliant the staff were soo efficient and quick and still so friendly the choice of food was brilliant even for the picky eaters like my self and winner of Peanut Butter Checking out was a breeze and we were then served by the lovely Nicole who made sure our stay went well and was really friendly the kind of service you expect to get from any hotels you tend to stay at and I will never stay anywhere other than here in the future Thank you Park Plaza for the most amazing experience here at your wonderful hotel me and my partner were amazed by your service and can t wait to come back again next year HIGHLY RECOMMENDED and family friendly too you won t be disappointed x X x ,0,339,1
 From the perspective of location this hotel is perfect Just off the Champs de Elyse and a short walk to the Metro George V you have ease of access to the city and all the must sees From the moment of arrival this quintessential Parisian boutique hotel was everything one would wish for expect and be pleasantly surprised From all staff knowing our names and engaging us in respect of where we lived the doorman was interested in talking about our local football team to the wonderful attention to detail from roses petals on the bed and a daily rose this establishment ticks all the boxes Upon entry into the foyer you are immediately aware you are somewhere special and each and every experience from there does not disappoint The hotel bar is simply elegant and a beautiful escape from the ever busy city streets Our room was just divine An elegant balance of Parisian history in what obviously is a 19th century building with modern conveniences The bed was extraordinarily comfortable the bathroom large for a city hotel and the space in the apartment itself ensured we were not falling over each other The antique period furniture provided a beautiful ambience The touch of handing your room key every time you leave to reception is a touch from a bygone era and its value is realised when they hand it to you as you walk through reception knowing who you are and your room number without you asking with the warmest of greetings and query as to whether they can do anything extra for you Location to restaurants and caf s both on the Champs de Elyse and Rue de Berri provides great choice You will be left with lasting memories and a feeling of loss when you leave This truly was one of those hotels that added to the experience of Paris in the most positive of ways and we cannot recommend this establishment without a higher regard ,0,332,1
 Truly lovely boutique hotel in a wonderful location with fantastic staff I would heartily recommend staying here if you re a person who is looking for a nicer small hotel It is appropriately priced for sure If I had to think of a population for which it is not suited I perhaps would not recommend it for a young family or at least not a family with more than one child nor to a person who prefers to stay at much larger chain hotels meaning they expect certain standard amenities presented in a certain standard way that s not a bad thing but it s important to know what you want My husband and I are people who like to travel want to enjoy a location s unique surroundings and vastly prefer a well appointed luxurious but not over the top boutique hotel or inn If that s also you I say don t hesitate to book Some points to note Rooms are small sure but the size is precisely what one would or should expect from a hotel in Paris or almost any large city Particularly at this price point Beds are firm but very comfortable and well outfitted Bathroom size is quite generous in my opinion especially for Paris Breakfast is available for purchase though I can t comment on it as we always went out Complimentary tea time coffee tea snack is offered every afternoon 4 00 6 00 Ice water with lemon or mint and fresh apples are available all day There is a computer and printer available for your use at all hours located just off the larger of two sitting rooms connected to the lobby The complimentary wifi is very good and reliable throughout the building Staff is present and ready to help at the front desk at all hours rarely only one person often more than two ,0,316,1
 Everything This recently renovated hotel is classy clean and very comfortable From the warm welcome at reception after we parked our car in their secure underground car park to the moment we checked out and drove away everything was perfect The staff were professional helpful and friendly at all times The breakfasts were superb with every possible combination of hot cold food and drinks available and were available until 11 00 am The room we booked was a Superior Double which was around 20 sq meters in size and very well appointed and quite classy with one of the largest and most comfortable beds we ever slept in There was a well stocked mini bar with complimentary Still and Sparkling water which was replenished daily There was also tea and coffee making facilities in the room and we had a lovely complimentary bottle of Cava in our room on arrival The room overlooked the rear of the hotel and through the rather grand double opening windows we looked down on the superb modern pool and lounge area which was very quiet and peaceful The WiFi is free and there is excellent coverage and a strong signal throughout the hotel including the bedroom and all public areas And you don t have to constantly re log on every time you come and go in the hotel it was seamless The location was great too as the hotel is just a couple of minutes walk from the main square in Barca Placa de Catalunya and just a couple of minutes on from there to La Rambla The Gothic Quarter is around a ten mins walk away and 30 mins will take you to the Sagrada Familia unfinished Cathedral of Gaudi A really lovely hotel which we would stay at again in a heartbeat Great service great rooms and decor and absolutely great value for money Gracias ,0,316,1
 My daughter 18 and I stayed here for 4 nights and though the room was smaller than anticipated despite being an Executive room and them not fulfilling our wish for a corner room it was at the end of the hallway room 402 and therefore very quiet Floor carpeting though somewhat old fashioned certainly helps keep the noise level down The AC is very efficient and runs very quietly so our nightly sleep was wonderful The beds are on the softer side which is to our liking so that was good We checked in and our room fridge was not working after 2 different attempts over 1 5 days the fridge was replaced We asked for an iron and board and this was delivered immediately and left with us for the whole trip which was great The breakfast room while small is good and the breakfast very extensive especially for Spanish standards Our bathroom was renovated and modern but not 100 clean hair in the tub on the first day afterwards not a problem anymore though and everything was replaced daily as needed towels paper etc Rooftop terrace is lovely but as it s small and narrow it gets very crowded very quickly and unfortunately non hotel guests are allowed there too so there isn t room for paying guests pity The staff everywhere is very helpful and friendly The location is perfect for walking to the Gothic Quarter El Born La Rambla etc where there are tons of bars restaurants and eclectic shops and beaches harbor but a bit of a schlepp to the Metro The bus stop and the hop on hop off bus is right outside the door if you choose that traveling method All in all a clean modern hotel on the inside in a beautiful old style Spanish building with friendly staff and good breakfast Would definitely come back ,0,316,1
 This is now our 4th visit since opening With another stay here booked in for October this will be our City honeymoon we will have just had our church wedding a few days prior We also will be booking for another trip this Summer So that in itself is a Statment of JUST how FANTASTIC this hotel is Every visit just gets better The front desk staff are a CREDIT to Mondrian So halpful friendly The Door crew porters are always so helpful always smiling The Positives SECURE PARKING VALET PARKING WE had driven across from Switzerland location location location next to the Tate Modern Millennium Bridge St Paul s Cathedral hop skip jump to the London Eye 15 minute scenic walk to Covent Garden close to Theatre district Lyceum Theatre Taxi to Oxford Street 11 00 The Hotel It is just breath taking The detail in design is just WOW from the minute you walk through the door you feel almost like you are on a luxury liner a majestic feature awaits you FRONT DESK THe Bow of a ship you just know your going to have a majestic voyage of a stay with MONDRIAN Incredible the design little finishing touches attention to detail Outstanding we had a scenic Thames river view upgrade wine check in was simple attentive staff Our room was superb INCREDIBLE COMFY BED WIFI Lovely Shower products will provide amenity kits if needed shower cap sew kit tooth brush etc The Bar Snack section was well stocked little OVERPRICED TV superb good array of channels complimentary use of Umbrella needed in London Iron Board Dressing robes slippers The lay out of the room was lovely Tom Dixon furnishings stunning SEA CONTAINERS Breakfast is always a pleasure nice to see the waiting staff more attentive this was a breath of fresh air ,0,308,1
 Great accessible location We took the A2 airport to central La Catalunya bus as we landed in Terminal 2 The bus journey is a non stop service and takes roughly 30 minutes We paid 6 for a single ticket as we were unsure of how we would travel back to the airport at the time The hotel is a 15 minute walk from central La Catalunya La Ramblas is a 10 minute walk away so really ideal You re away from all the noise yet close enough to walk there The hotel Amazing hotel with unique decor Really comfortable rooms providing the necessities such as towels shower gel shampoo conditioner a shower cap and a shaving kit Great for those staying for a short time with only hand luggage Great views from our hotel room as well as from the 360 hotel rooftop bar Easy to access using the hotel lift and just phenomenal views They have a bar which is reasonably priced Definitely worth it to view a sunset The pool is quite small which is why I scored it in the middle We didn t check the pool size and not sure if the dimensions are on their website but we were prepared with our swimming gear in case however they didn t come to use The hotel breakfast This was complimentary in our price and the breakfast was delicious Great coffee machine with teas available too Good selection of fruits breads juices cakes as well as sausages scrambled eggs mushrooms tomatoes and bacon They even have a toastie so you can make your own grilled sandwiches with sliced meats and cheese provided P S We were handled by Irene at reception who was really helpful She gave us the advice we required as well as handy tips and recommendations Thank you Irene ,0,307,1
 Nice friendly staff Staff at reception Recommended a nice sea food restaurant along the Marina and what a great choice indeed The best sea food place we have eaten so far hands down We thoroughly enjoyed it and the food was just amazing Sorry I lost the business card and I can t remember the restaurant s name It was a positive experience from an otherwise unpleasant start of the evening for on our way to the marina we had an unpleasant experience with the taxi driver who drove us there The drive was plain rude and very aggressive At one point he and another driver were arguing with each other bec Our diver had cut him off We felt uncomfortable and was getting scared We wanted to get off from the cab Luckily we reached the marina in one piece without getting into an accident Not only was the driver rude and unfriendly he also overcharged us for the fare by pressing the meter more than once so we ended up paying 5 6 euros more than we should When we got back to the hotel we reported the incident at the front desk since they were the ones who called the taxi for us Christian Fernandez the hotel s concierge called the Taxi company and relayed our bad experience with the supervisor The next morning Christian informed us that the taxi company supervisor reimbursed our fare and apologized for the driver s erratic driving and rudeness What a big surprise I did not expect to be refunded for the fare but we were very appreciative This is what I call great service and being attentive to the guest needs I would recommend this hotel to anyone I will not hesitate to stay at this hotel again if and when I return to Barcelona ,0,307,1
